format	persona	topic	locale	regime	chapters	projected_words	atom_floor_words	advertised_words_floor	advertised_words_cap	advertised_minutes	implied_min_listening	implied_min_reading	over_under_pct_vs_cap	duration_gap_pct_listening	duration_gap_pct_reading
compact_book_8ch_30min	gen_x_sandwich	social_anxiety	en-US	midpoint	8	7037	1879	5500	7500	30	46.9	30.6	-6.2	56.4	2.0
compact_book_8ch_30min	working_parents	boundaries	en-US	midpoint	7	6694	2628	5500	7500	30	44.6	29.1	-10.8	48.7	-3.0
compact_book_8ch_30min	tech_finance_burnout	burnout	en-US	midpoint	9	7843	3616	5500	7500	30	52.3	34.1	4.6	74.3	13.7
compact_book_8ch_30min	healthcare_rns	somatic_healing	en-US	midpoint	8	7535	2609	5500	7500	30	50.2	32.8	0.5	67.4	9.2
compact_book_8ch_30min	healthcare_rns	social_anxiety	en-US	midpoint	8	6596	2584	5500	7500	30	44.0	28.7	-12.1	46.6	-4.4
compact_book_8ch_30min	millennial_women_professionals	burnout	en-US	midpoint	7	7073	3286	5500	7500	30	47.2	30.8	-5.7	57.2	2.5
compact_book_8ch_30min	midlife_women	overthinking	en-US	midpoint	8	7469	9388	5500	7500	30	49.8	32.5	-0.4	66.0	8.2
compact_book_8ch_30min	entrepreneurs	anxiety	en-US	midpoint	8	7577	4433	5500	7500	30	50.5	32.9	1.0	68.4	9.8
compact_book_8ch_30min	corporate_managers	depression	en-US	midpoint	8	6711	3792	5500	7500	30	44.7	29.2	-10.5	49.1	-2.7
compact_book_8ch_30min	gen_z_student	self_worth	en-US	midpoint	9	6959	15686	5500	7500	30	46.4	30.3	-7.2	54.6	0.9
compact_book_8ch_30min	healthcare_rns	anxiety	en-US	midpoint	8	7059	4716	5500	7500	30	47.1	30.7	-5.9	56.9	2.3
compact_book_8ch_30min	first_responders	boundaries	en-US	midpoint	8	6902	2418	5500	7500	30	46.0	30.0	-8.0	53.4	0.0
compact_book_8ch_30min	tech_finance_burnout	financial_anxiety	en-US	midpoint	8	7330	3291	5500	7500	30	48.9	31.9	-2.3	62.9	6.2
compact_book_8ch_30min	tech_finance_burnout	imposter_syndrome	en-US	midpoint	8	6847	3242	5500	7500	30	45.6	29.8	-8.7	52.2	-0.8
compact_book_8ch_30min	millennial_women_professionals	self_worth	en-US	midpoint	8	6508	4174	5500	7500	30	43.4	28.3	-13.2	44.6	-5.7
compact_book_8ch_30min	educators	anxiety	en-US	midpoint	8	7465	4161	5500	7500	30	49.8	32.5	-0.5	65.9	8.2
compact_book_8ch_30min	first_responders	courage	en-US	midpoint	8	6580	1997	5500	7500	30	43.9	28.6	-12.3	46.2	-4.6
compact_book_8ch_30min	healthcare_rns	anxiety	en-US	midpoint	8	6766	4761	5500	7500	30	45.1	29.4	-9.8	50.4	-1.9
compact_book_8ch_30min	first_responders	compassion_fatigue	en-US	midpoint	8	7486	2164	5500	7500	30	49.9	32.5	-0.2	66.4	8.5
compact_book_8ch_30min	gen_z_professionals	financial_stress	en-US	midpoint	8	6146	3560	5500	7500	30	41.0	26.7	-18.1	36.6	-10.9
compact_book_8ch_30min	working_parents	burnout	en-US	midpoint	8	7441	2836	5500	7500	30	49.6	32.4	-0.8	65.4	7.8
compact_book_8ch_30min	educators	social_anxiety	en-US	midpoint	8	7716	9684	5500	7500	30	51.4	33.5	2.9	71.5	11.8
compact_book_8ch_30min	first_responders	social_anxiety	en-US	midpoint	7	7434	1843	5500	7500	30	49.6	32.3	-0.9	65.2	7.7
compact_book_8ch_30min	entrepreneurs	imposter_syndrome	en-US	midpoint	8	7879	2482	5500	7500	30	52.5	34.3	5.1	75.1	14.2
compact_book_8ch_30min	tech_finance_burnout	somatic_healing	en-US	midpoint	9	7716	3117	5500	7500	30	51.4	33.5	2.9	71.5	11.8
compact_book_8ch_30min	millennial_women_professionals	self_worth	en-US	midpoint	7	7801	3716	5500	7500	30	52.0	33.9	4.0	73.4	13.1
compact_book_8ch_30min	corporate_managers	depression	en-US	midpoint	8	7107	3643	5500	7500	30	47.4	30.9	-5.2	57.9	3.0
compact_book_8ch_30min	healthcare_rns	grief	en-US	midpoint	8	7487	3727	5500	7500	30	49.9	32.6	-0.2	66.4	8.5
compact_book_8ch_30min	gen_alpha_students	overthinking	en-US	midpoint	8	7911	2757	5500	7500	30	52.7	34.4	5.5	75.8	14.6
compact_book_8ch_30min	midlife_women	anxiety	en-US	midpoint	8	8143	12427	5500	7500	30	54.3	35.4	8.6	81.0	18.0
compact_book_8ch_30min	corporate_managers	overthinking	en-US	midpoint	9	7153	2947	5500	7500	30	47.7	31.1	-4.6	59.0	3.7
compact_book_8ch_30min	healthcare_rns	boundaries	en-US	midpoint	8	6901	4845	5500	7500	30	46.0	30.0	-8.0	53.4	0.0
compact_book_8ch_30min	gen_z_professionals	anxiety	en-US	midpoint	8	7281	5956	5500	7500	30	48.5	31.7	-2.9	61.8	5.5
compact_book_8ch_30min	working_parents	burnout	en-US	midpoint	7	6944	2489	5500	7500	30	46.3	30.2	-7.4	54.3	0.6
compact_book_8ch_30min	gen_z_student	somatic_healing	en-US	midpoint	9	7273	17717	5500	7500	30	48.5	31.6	-3.0	61.6	5.4
compact_book_8ch_30min	corporate_managers	imposter_syndrome	en-US	midpoint	8	7438	1902	5500	7500	30	49.6	32.3	-0.8	65.3	7.8
compact_book_8ch_30min	millennial_women_professionals	grief	en-US	midpoint	8	6845	4304	5500	7500	30	45.6	29.8	-8.7	52.1	-0.8
compact_book_8ch_30min	working_parents	boundaries	en-US	midpoint	8	7438	3068	5500	7500	30	49.6	32.3	-0.8	65.3	7.8
compact_book_8ch_30min	gen_z_student	somatic_healing	en-US	midpoint	8	6048	15823	5500	7500	30	40.3	26.3	-19.4	34.4	-12.4
compact_book_8ch_30min	gen_z_professionals	financial_stress	en-US	midpoint	8	8005	3599	5500	7500	30	53.4	34.8	6.7	77.9	16.0
compact_book_8ch_30min	nyc_executives	self_worth	en-US	midpoint	9	7099	4789	5500	7500	30	47.3	30.9	-5.3	57.8	2.9
compact_book_8ch_30min	gen_z_professionals	imposter_syndrome	en-US	midpoint	7	7849	2548	5500	7500	30	52.3	34.1	4.7	74.4	13.8
compact_book_8ch_30min	midlife_women	anxiety	en-US	midpoint	8	7744	11890	5500	7500	30	51.6	33.7	3.2	72.1	12.2
compact_book_8ch_30min	gen_x_sandwich	financial_stress	en-US	midpoint	7	7249	4337	5500	7500	30	48.3	31.5	-3.3	61.1	5.1
compact_book_8ch_30min	first_responders	depression	en-US	midpoint	9	6915	2709	5500	7500	30	46.1	30.1	-7.8	53.7	0.2
compact_book_8ch_30min	corporate_managers	overthinking	en-US	midpoint	8	6715	2563	5500	7500	30	44.8	29.2	-10.5	49.2	-2.7
compact_book_8ch_30min	first_responders	overthinking	en-US	midpoint	8	6985	2785	5500	7500	30	46.6	30.4	-6.9	55.2	1.2
compact_book_8ch_30min	gen_z_professionals	depression	en-US	midpoint	8	7097	3498	5500	7500	30	47.3	30.9	-5.4	57.7	2.9
compact_book_8ch_30min	first_responders	social_anxiety	en-US	midpoint	8	6238	2159	5500	7500	30	41.6	27.1	-16.8	38.6	-9.6
compact_book_8ch_30min	nyc_executives	overthinking	en-US	midpoint	8	5999	10683	5500	7500	30	40.0	26.1	-20.0	33.3	-13.1
compact_book_8ch_30min	healthcare_rns	burnout	en-US	midpoint	8	7222	3312	5500	7500	30	48.1	31.4	-3.7	60.5	4.7
compact_book_8ch_30min	gen_alpha_students	self_worth	en-US	midpoint	8	7189	4149	5500	7500	30	47.9	31.3	-4.1	59.8	4.2
compact_book_8ch_30min	corporate_managers	burnout	en-US	midpoint	7	7328	2181	5500	7500	30	48.9	31.9	-2.3	62.9	6.2
compact_book_8ch_30min	corporate_managers	self_worth	en-US	midpoint	9	6700	4012	5500	7500	30	44.7	29.1	-10.7	48.9	-2.9
compact_book_8ch_30min	working_parents	overthinking	en-US	midpoint	8	6781	2899	5500	7500	30	45.2	29.5	-9.6	50.7	-1.7
compact_book_8ch_30min	gen_alpha_students	burnout	en-US	midpoint	8	7348	3429	5500	7500	30	49.0	31.9	-2.0	63.3	6.5
compact_book_8ch_30min	healthcare_rns	somatic_healing	en-US	midpoint	7	7508	2270	5500	7500	30	50.1	32.6	0.1	66.8	8.8
compact_book_8ch_30min	first_responders	burnout	en-US	midpoint	9	7202	2989	5500	7500	30	48.0	31.3	-4.0	60.1	4.4
compact_book_8ch_30min	gen_z_professionals	grief	en-US	midpoint	7	8147	3220	5500	7500	30	54.3	35.4	8.6	81.0	18.1
compact_book_8ch_30min	gen_z_professionals	self_worth	en-US	midpoint	7	6758	3026	5500	7500	30	45.1	29.4	-9.9	50.2	-2.1
compact_book_8ch_30min	healthcare_rns	sleep_anxiety	en-US	midpoint	8	6177	3719	5500	7500	30	41.2	26.9	-17.6	37.3	-10.5
compact_book_8ch_30min	entrepreneurs	financial_anxiety	en-US	midpoint	9	7172	2897	5500	7500	30	47.8	31.2	-4.4	59.4	3.9
compact_book_8ch_30min	educators	overthinking	en-US	midpoint	7	6869	8512	5500	7500	30	45.8	29.9	-8.4	52.7	-0.4
compact_book_8ch_30min	gen_z_professionals	somatic_healing	en-US	midpoint	8	6979	3074	5500	7500	30	46.5	30.3	-7.0	55.1	1.1
compact_book_8ch_30min	gen_z_professionals	overthinking	en-US	midpoint	9	6419	3602	5500	7500	30	42.8	27.9	-14.4	42.6	-7.0
compact_book_8ch_30min	midlife_women	depression	en-US	midpoint	8	7396	9878	5500	7500	30	49.3	32.2	-1.4	64.4	7.2
compact_book_8ch_30min	healthcare_rns	somatic_healing	en-US	midpoint	8	7179	2646	5500	7500	30	47.9	31.2	-4.3	59.5	4.0
compact_book_8ch_30min	educators	grief	en-US	midpoint	8	6673	3377	5500	7500	30	44.5	29.0	-11.0	48.3	-3.3
compact_book_8ch_30min	healthcare_rns	self_worth	en-US	midpoint	8	7671	3768	5500	7500	30	51.1	33.4	2.3	70.5	11.2
compact_book_8ch_30min	gen_z_student	burnout	en-US	midpoint	9	6867	18293	5500	7500	30	45.8	29.9	-8.4	52.6	-0.5
compact_book_8ch_30min	educators	overthinking	en-US	midpoint	7	7235	8426	5500	7500	30	48.2	31.5	-3.5	60.8	4.9
compact_book_8ch_30min	gen_z_student	imposter_syndrome	en-US	midpoint	9	6301	16432	5500	7500	30	42.0	27.4	-16.0	40.0	-8.7
compact_book_8ch_30min	gen_alpha_students	anxiety	en-US	midpoint	8	6852	4925	5500	7500	30	45.7	29.8	-8.6	52.3	-0.7
compact_book_8ch_30min	nyc_executives	depression	en-US	midpoint	7	6576	3889	5500	7500	30	43.8	28.6	-12.3	46.1	-4.7
compact_book_8ch_30min	nyc_executives	boundaries	en-US	midpoint	7	7691	4463	5500	7500	30	51.3	33.4	2.5	70.9	11.5
compact_book_8ch_30min	tech_finance_burnout	anxiety	en-US	midpoint	8	7670	4057	5500	7500	30	51.1	33.3	2.3	70.4	11.2
compact_book_8ch_30min	corporate_managers	anxiety	en-US	midpoint	8	7302	4462	5500	7500	30	48.7	31.7	-2.6	62.3	5.8
compact_book_8ch_30min	nyc_executives	overthinking	en-US	midpoint	7	7158	9354	5500	7500	30	47.7	31.1	-4.6	59.1	3.7
compact_book_8ch_30min	healthcare_rns	self_worth	en-US	midpoint	9	6965	4214	5500	7500	30	46.4	30.3	-7.1	54.8	0.9
compact_book_8ch_30min	entrepreneurs	burnout	en-US	midpoint	8	6971	2782	5500	7500	30	46.5	30.3	-7.1	54.9	1.0
compact_book_8ch_30min	first_responders	social_anxiety	en-US	midpoint	8	7163	2151	5500	7500	30	47.8	31.1	-4.5	59.2	3.8
compact_book_8ch_30min	millennial_women_professionals	imposter_syndrome	en-US	midpoint	8	6667	3461	5500	7500	30	44.4	29.0	-11.1	48.2	-3.4
compact_book_8ch_30min	nyc_executives	sleep_anxiety	en-US	midpoint	7	6617	9060	5500	7500	30	44.1	28.8	-11.8	47.0	-4.1
compact_book_8ch_30min	gen_x_sandwich	courage	en-US	midpoint	8	7452	4805	5500	7500	30	49.7	32.4	-0.6	65.6	8.0
compact_book_8ch_30min	gen_alpha_students	sleep_anxiety	en-US	midpoint	9	6481	3239	5500	7500	30	43.2	28.2	-13.6	44.0	-6.1
compact_book_8ch_30min	gen_z_student	overthinking	en-US	midpoint	8	6658	15496	5500	7500	30	44.4	28.9	-11.2	48.0	-3.5
compact_book_8ch_30min	gen_z_professionals	financial_anxiety	en-US	midpoint	7	7838	2612	5500	7500	30	52.3	34.1	4.5	74.2	13.6
compact_book_8ch_30min	educators	somatic_healing	en-US	midpoint	7	6446	8989	5500	7500	30	43.0	28.0	-14.1	43.2	-6.6
compact_book_8ch_30min	first_responders	financial_stress	en-US	midpoint	9	7811	2905	5500	7500	30	52.1	34.0	4.1	73.6	13.2
compact_book_8ch_30min	corporate_managers	burnout	en-US	midpoint	8	7579	2641	5500	7500	30	50.5	33.0	1.1	68.4	9.8
compact_book_8ch_30min	educators	sleep_anxiety	en-US	midpoint	8	7018	9759	5500	7500	30	46.8	30.5	-6.4	55.9	1.7
compact_book_8ch_30min	healthcare_rns	boundaries	en-US	midpoint	7	6269	4064	5500	7500	30	41.8	27.3	-16.4	39.3	-9.1
compact_book_8ch_30min	working_parents	anchored	en-US	midpoint	8	6932	3624	5500	7500	30	46.2	30.1	-7.6	54.0	0.5
compact_book_8ch_30min	midlife_women	self_worth	en-US	midpoint	9	7021	11121	5500	7500	30	46.8	30.5	-6.4	56.0	1.8
compact_book_8ch_30min	gen_z_professionals	burnout	en-US	midpoint	8	7255	3170	5500	7500	30	48.4	31.5	-3.3	61.2	5.1
compact_book_8ch_30min	first_responders	courage	en-US	midpoint	9	7403	2300	5500	7500	30	49.4	32.2	-1.3	64.5	7.3
