format	persona	topic	locale	regime	chapters	projected_words	atom_floor_words	advertised_words_floor	advertised_words_cap	advertised_minutes	implied_min_listening	implied_min_reading	over_under_pct_vs_cap	duration_gap_pct_listening	duration_gap_pct_reading
compact_book_5ch_15min	millennial_women_professionals	burnout	en-US	midpoint	6	3947	2836	3000	4500	15	26.3	17.2	-12.3	75.4	14.4
compact_book_5ch_15min	first_responders	grief	en-US	midpoint	6	4327	1737	3000	4500	15	28.8	18.8	-3.8	92.3	25.4
compact_book_5ch_15min	healthcare_rns	overthinking	en-US	midpoint	6	4143	2580	3000	4500	15	27.6	18.0	-7.9	84.1	20.1
compact_book_5ch_15min	corporate_managers	people_pleasing	en-US	midpoint	5	4389	2460	3000	4500	15	29.3	19.1	-2.5	95.1	27.2
compact_book_5ch_15min	gen_z_professionals	sleep_anxiety	en-US	midpoint	4	4243	1923	3000	4500	15	28.3	18.4	-5.7	88.6	23.0
compact_book_5ch_15min	tech_finance_burnout	social_anxiety	en-US	midpoint	4	4314	1528	3000	4500	15	28.8	18.8	-4.1	91.7	25.0
compact_book_5ch_15min	corporate_managers	grief	en-US	midpoint	4	4167	1795	3000	4500	15	27.8	18.1	-7.4	85.2	20.8
compact_book_5ch_15min	gen_z_student	grief	en-US	midpoint	6	4098	10694	3000	4500	15	27.3	17.8	-8.9	82.1	18.8
compact_book_5ch_15min	first_responders	burnout	en-US	midpoint	5	4544	1632	3000	4500	15	30.3	19.8	1.0	101.9	31.7
compact_book_5ch_15min	tech_finance_burnout	financial_anxiety	en-US	midpoint	5	4114	2010	3000	4500	15	27.4	17.9	-8.6	82.9	19.3
compact_book_5ch_15min	gen_alpha_students	imposter_syndrome	en-US	midpoint	5	4442	1261	3000	4500	15	29.6	19.3	-1.3	97.4	28.7
compact_book_5ch_15min	entrepreneurs	anchored	en-US	midpoint	5	4256	2239	3000	4500	15	28.4	18.5	-5.4	89.1	23.3
compact_book_5ch_15min	gen_z_professionals	burnout	en-US	midpoint	5	4761	2014	3000	4500	15	31.7	20.7	5.8	111.6	38.0
compact_book_5ch_15min	healthcare_rns	grief	en-US	midpoint	5	3842	2390	3000	4500	15	25.6	16.7	-14.6	70.8	11.4
compact_book_5ch_15min	working_parents	imposter_syndrome	en-US	midpoint	5	3345	1457	3000	4500	15	22.3	14.5	-25.7	48.7	-3.0
compact_book_5ch_15min	educators	boundaries	en-US	midpoint	6	4018	3005	3000	4500	15	26.8	17.5	-10.7	78.6	16.5
compact_book_5ch_15min	gen_x_sandwich	anxiety	en-US	midpoint	5	3667	3262	3000	4500	15	24.4	15.9	-18.5	63.0	6.3
compact_book_5ch_15min	millennial_women_professionals	overthinking	en-US	midpoint	5	4431	2483	3000	4500	15	29.5	19.3	-1.5	96.9	28.4
compact_book_5ch_15min	tech_finance_burnout	boundaries	en-US	midpoint	5	4141	2363	3000	4500	15	27.6	18.0	-8.0	84.0	20.0
compact_book_5ch_15min	midlife_women	grief	en-US	midpoint	5	3577	6653	3000	4500	15	23.8	15.6	-20.5	59.0	3.7
compact_book_5ch_15min	gen_alpha_students	financial_anxiety	en-US	midpoint	5	4487	1733	3000	4500	15	29.9	19.5	-0.3	99.4	30.1
compact_book_5ch_15min	healthcare_rns	anxiety	en-US	midpoint	4	3939	2438	3000	4500	15	26.3	17.1	-12.5	75.1	14.2
compact_book_5ch_15min	gen_alpha_students	core	en-US	midpoint	5	4053	2056	3000	4500	15	27.0	17.6	-9.9	80.1	17.5
compact_book_5ch_15min	educators	grief	en-US	midpoint	6	3829	2577	3000	4500	15	25.5	16.6	-14.9	70.2	11.0
compact_book_5ch_15min	corporate_managers	imposter_syndrome	en-US	midpoint	6	3815	1372	3000	4500	15	25.4	16.6	-15.2	69.6	10.6
compact_book_5ch_15min	corporate_managers	trauma_recovery	en-US	midpoint	5	4373	2803	3000	4500	15	29.2	19.0	-2.8	94.4	26.8
compact_book_5ch_15min	gen_z_professionals	boundaries	en-US	midpoint	5	4412	2428	3000	4500	15	29.4	19.2	-2.0	96.1	27.9
compact_book_5ch_15min	healthcare_rns	anxiety	en-US	midpoint	4	3379	2357	3000	4500	15	22.5	14.7	-24.9	50.2	-2.1
compact_book_5ch_15min	educators	burnout	en-US	midpoint	5	4307	6363	3000	4500	15	28.7	18.7	-4.3	91.4	24.8
compact_book_5ch_15min	midlife_women	overthinking	en-US	midpoint	6	3518	6950	3000	4500	15	23.5	15.3	-21.8	56.4	2.0
compact_book_5ch_15min	corporate_managers	financial_stress	en-US	midpoint	4	4156	1866	3000	4500	15	27.7	18.1	-7.7	84.7	20.5
compact_book_5ch_15min	gen_x_sandwich	boundaries	en-US	midpoint	5	4182	3387	3000	4500	15	27.9	18.2	-7.1	85.9	21.2
compact_book_5ch_15min	millennial_women_professionals	financial_stress	en-US	midpoint	5	3973	2649	3000	4500	15	26.5	17.3	-11.7	76.6	15.2
compact_book_5ch_15min	gen_z_professionals	anxiety	en-US	midpoint	6	3756	4937	3000	4500	15	25.0	16.3	-16.5	67.0	8.9
compact_book_5ch_15min	gen_alpha_students	anxiety	en-US	midpoint	5	4131	2977	3000	4500	15	27.5	18.0	-8.2	83.6	19.7
compact_book_5ch_15min	tech_finance_burnout	financial_stress	en-US	midpoint	6	4009	2645	3000	4500	15	26.7	17.4	-10.9	78.2	16.2
compact_book_5ch_15min	gen_z_professionals	self_worth	en-US	midpoint	5	3817	2228	3000	4500	15	25.4	16.6	-15.2	69.6	10.6
compact_book_5ch_15min	gen_alpha_students	burnout	en-US	midpoint	5	4282	1998	3000	4500	15	28.5	18.6	-4.8	90.3	24.1
compact_book_5ch_15min	tech_finance_burnout	self_worth	en-US	midpoint	4	4176	1741	3000	4500	15	27.8	18.2	-7.2	85.6	21.0
compact_book_5ch_15min	healthcare_rns	sleep_anxiety	en-US	midpoint	5	4402	2313	3000	4500	15	29.3	19.1	-2.2	95.7	27.6
compact_book_5ch_15min	gen_alpha_students	compassion_fatigue	en-US	midpoint	5	4259	2917	3000	4500	15	28.4	18.5	-5.4	89.3	23.5
compact_book_5ch_15min	healthcare_rns	overthinking	en-US	midpoint	5	3472	2177	3000	4500	15	23.1	15.1	-22.9	54.3	0.6
compact_book_5ch_15min	gen_alpha_students	overthinking	en-US	midpoint	5	3785	1731	3000	4500	15	25.2	16.5	-15.9	68.2	9.7
compact_book_5ch_15min	corporate_managers	burnout	en-US	midpoint	5	4357	1549	3000	4500	15	29.0	18.9	-3.2	93.6	26.3
compact_book_5ch_15min	first_responders	burnout	en-US	midpoint	5	4007	1638	3000	4500	15	26.7	17.4	-11.0	78.1	16.1
compact_book_5ch_15min	corporate_managers	financial_anxiety	en-US	midpoint	6	4566	1849	3000	4500	15	30.4	19.9	1.5	102.9	32.3
compact_book_5ch_15min	tech_finance_burnout	anxiety	en-US	midpoint	5	3901	2557	3000	4500	15	26.0	17.0	-13.3	73.4	13.1
compact_book_5ch_15min	corporate_managers	anxiety	en-US	midpoint	6	3821	3272	3000	4500	15	25.5	16.6	-15.1	69.8	10.8
compact_book_5ch_15min	first_responders	overthinking	en-US	midpoint	5	4101	1718	3000	4500	15	27.3	17.8	-8.9	82.3	18.9
compact_book_5ch_15min	first_responders	financial_anxiety	en-US	midpoint	6	3916	1791	3000	4500	15	26.1	17.0	-13.0	74.1	13.5
compact_book_5ch_15min	millennial_women_professionals	overthinking	en-US	midpoint	5	4127	2482	3000	4500	15	27.5	17.9	-8.3	83.4	19.6
compact_book_5ch_15min	gen_z_professionals	self_worth	en-US	midpoint	5	3416	2197	3000	4500	15	22.8	14.9	-24.1	51.8	-1.0
compact_book_5ch_15min	nyc_executives	compassion_fatigue	en-US	midpoint	4	4070	2378	3000	4500	15	27.1	17.7	-9.6	80.9	18.0
compact_book_5ch_15min	gen_x_sandwich	anxiety	en-US	midpoint	5	3537	3100	3000	4500	15	23.6	15.4	-21.4	57.2	2.5
compact_book_5ch_15min	corporate_managers	anxiety	en-US	midpoint	6	3683	3260	3000	4500	15	24.6	16.0	-18.2	63.7	6.7
compact_book_5ch_15min	healthcare_rns	financial_stress	en-US	midpoint	4	3896	1952	3000	4500	15	26.0	16.9	-13.4	73.2	12.9
compact_book_5ch_15min	corporate_managers	burnout	en-US	midpoint	4	4546	1271	3000	4500	15	30.3	19.8	1.0	102.0	31.8
compact_book_5ch_15min	gen_z_student	overthinking	en-US	midpoint	6	3804	11643	3000	4500	15	25.4	16.5	-15.5	69.1	10.3
compact_book_5ch_15min	working_parents	grief	en-US	midpoint	4	4217	1449	3000	4500	15	28.1	18.3	-6.3	87.4	22.2
compact_book_5ch_15min	first_responders	compassion_fatigue	en-US	midpoint	5	3636	1416	3000	4500	15	24.2	15.8	-19.2	61.6	5.4
compact_book_5ch_15min	millennial_women_professionals	anchored	en-US	midpoint	5	3994	2423	3000	4500	15	26.6	17.4	-11.2	77.5	15.8
compact_book_5ch_15min	millennial_women_professionals	grief	en-US	midpoint	5	4136	2718	3000	4500	15	27.6	18.0	-8.1	83.8	19.9
compact_book_5ch_15min	corporate_managers	sleep_anxiety	en-US	midpoint	4	3970	1277	3000	4500	15	26.5	17.3	-11.8	76.5	15.1
compact_book_5ch_15min	gen_alpha_students	sleep_anxiety	en-US	midpoint	4	3864	1466	3000	4500	15	25.8	16.8	-14.1	71.7	12.0
compact_book_5ch_15min	midlife_women	compassion_fatigue	en-US	midpoint	5	4072	6420	3000	4500	15	27.1	17.7	-9.5	81.0	18.0
compact_book_5ch_15min	healthcare_rns	compassion_fatigue	en-US	midpoint	4	3761	2523	3000	4500	15	25.1	16.4	-16.4	67.2	9.0
compact_book_5ch_15min	millennial_women_professionals	imposter_syndrome	en-US	midpoint	5	4787	2189	3000	4500	15	31.9	20.8	6.4	112.7	38.7
compact_book_5ch_15min	gen_x_sandwich	anxiety	en-US	midpoint	5	3808	3206	3000	4500	15	25.4	16.6	-15.4	69.3	10.4
compact_book_5ch_15min	educators	sleep_anxiety	en-US	midpoint	5	4182	6148	3000	4500	15	27.9	18.2	-7.1	85.9	21.2
compact_book_5ch_15min	corporate_managers	financial_anxiety	en-US	midpoint	4	4197	1189	3000	4500	15	28.0	18.2	-6.7	86.5	21.6
compact_book_5ch_15min	gen_alpha_students	anchored	en-US	midpoint	4	3577	1781	3000	4500	15	23.8	15.6	-20.5	59.0	3.7
compact_book_5ch_15min	healthcare_rns	depression	en-US	midpoint	5	4256	2578	3000	4500	15	28.4	18.5	-5.4	89.1	23.4
compact_book_5ch_15min	midlife_women	financial_anxiety	en-US	midpoint	5	3831	6487	3000	4500	15	25.5	16.7	-14.9	70.3	11.0
compact_book_5ch_15min	midlife_women	imposter_syndrome	en-US	midpoint	5	4453	5808	3000	4500	15	29.7	19.4	-1.0	97.9	29.1
compact_book_5ch_15min	gen_z_professionals	anxiety	en-US	midpoint	5	4289	3638	3000	4500	15	28.6	18.6	-4.7	90.6	24.3
compact_book_5ch_15min	gen_z_professionals	overthinking	en-US	midpoint	4	4167	1616	3000	4500	15	27.8	18.1	-7.4	85.2	20.8
compact_book_5ch_15min	gen_x_sandwich	anxiety	en-US	midpoint	5	3949	3152	3000	4500	15	26.3	17.2	-12.2	75.5	14.5
compact_book_5ch_15min	corporate_managers	overthinking	en-US	midpoint	5	3764	1640	3000	4500	15	25.1	16.4	-16.4	67.3	9.1
compact_book_5ch_15min	educators	burnout	en-US	midpoint	5	3917	6428	3000	4500	15	26.1	17.0	-13.0	74.1	13.5
compact_book_5ch_15min	corporate_managers	adhd_focus	en-US	midpoint	5	4077	2381	3000	4500	15	27.2	17.7	-9.4	81.2	18.2
compact_book_5ch_15min	gen_z_student	overthinking	en-US	midpoint	4	3881	7761	3000	4500	15	25.9	16.9	-13.8	72.5	12.5
compact_book_5ch_15min	corporate_managers	courage	en-US	midpoint	4	4070	1920	3000	4500	15	27.1	17.7	-9.6	80.9	18.0
compact_book_5ch_15min	midlife_women	anxiety	en-US	midpoint	5	3983	7621	3000	4500	15	26.6	17.3	-11.5	77.0	15.4
compact_book_5ch_15min	tech_finance_burnout	anxiety	en-US	midpoint	5	3608	2558	3000	4500	15	24.1	15.7	-19.8	60.4	4.6
compact_book_5ch_15min	gen_alpha_students	anchored	en-US	midpoint	4	4010	1775	3000	4500	15	26.7	17.4	-10.9	78.2	16.2
compact_book_5ch_15min	gen_z_professionals	courage	en-US	midpoint	6	3775	2734	3000	4500	15	25.2	16.4	-16.1	67.8	9.4
compact_book_5ch_15min	tech_finance_burnout	burnout	en-US	midpoint	5	3852	2021	3000	4500	15	25.7	16.7	-14.4	71.2	11.6
compact_book_5ch_15min	working_parents	burnout	en-US	midpoint	5	3829	1794	3000	4500	15	25.5	16.6	-14.9	70.2	11.0
compact_book_5ch_15min	gen_z_student	anxiety	en-US	midpoint	5	3813	10318	3000	4500	15	25.4	16.6	-15.3	69.5	10.5
compact_book_5ch_15min	corporate_managers	imposter_syndrome	en-US	midpoint	6	3730	1466	3000	4500	15	24.9	16.2	-17.1	65.8	8.1
compact_book_5ch_15min	first_responders	overthinking	en-US	midpoint	5	3538	1812	3000	4500	15	23.6	15.4	-21.4	57.2	2.6
compact_book_5ch_20min	educators	sleep_anxiety	en-US	midpoint	5	5730	6127	4000	5500	20	38.2	24.9	4.2	91.0	24.6
compact_book_5ch_20min	gen_alpha_students	anxiety	en-US	midpoint	5	5111	3150	4000	5500	20	34.1	22.2	-7.1	70.4	11.1
compact_book_5ch_20min	first_responders	depression	en-US	midpoint	5	5100	1504	4000	5500	20	34.0	22.2	-7.3	70.0	10.9
compact_book_5ch_20min	working_parents	anxiety	en-US	midpoint	5	5823	1870	4000	5500	20	38.8	25.3	5.9	94.1	26.6
compact_book_5ch_20min	gen_alpha_students	core	en-US	midpoint	4	5210	1835	4000	5500	20	34.7	22.7	-5.3	73.7	13.3
compact_book_5ch_20min	first_responders	anxiety	en-US	midpoint	5	5423	1999	4000	5500	20	36.2	23.6	-1.4	80.8	17.9
compact_book_5ch_20min	gen_z_student	imposter_syndrome	en-US	midpoint	5	5578	9135	4000	5500	20	37.2	24.3	1.4	85.9	21.3
compact_book_5ch_20min	nyc_executives	burnout	en-US	midpoint	5	4415	6218	4000	5500	20	29.4	19.2	-19.7	47.2	-4.0
compact_book_5ch_20min	working_parents	boundaries	en-US	midpoint	6	5211	2254	4000	5500	20	34.7	22.7	-5.3	73.7	13.3
compact_book_5ch_20min	first_responders	courage	en-US	midpoint	6	5425	1530	4000	5500	20	36.2	23.6	-1.4	80.8	17.9
compact_book_5ch_20min	working_parents	financial_stress	en-US	midpoint	4	4714	1411	4000	5500	20	31.4	20.5	-14.3	57.1	2.5
compact_book_5ch_20min	first_responders	sleep_anxiety	en-US	midpoint	5	5543	1886	4000	5500	20	37.0	24.1	0.8	84.8	20.5
compact_book_5ch_20min	corporate_managers	boundaries	en-US	midpoint	5	5226	2539	4000	5500	20	34.8	22.7	-5.0	74.2	13.6
compact_book_5ch_20min	healthcare_rns	overthinking	en-US	midpoint	5	5340	2156	4000	5500	20	35.6	23.2	-2.9	78.0	16.1
compact_book_5ch_20min	healthcare_rns	financial_anxiety	en-US	midpoint	5	5254	1963	4000	5500	20	35.0	22.8	-4.5	75.1	14.2
compact_book_5ch_20min	gen_z_professionals	anxiety	en-US	midpoint	5	4768	4248	4000	5500	20	31.8	20.7	-13.3	58.9	3.7
compact_book_5ch_20min	gen_z_professionals	burnout	en-US	midpoint	6	4754	2382	4000	5500	20	31.7	20.7	-13.6	58.5	3.3
compact_book_5ch_20min	healthcare_rns	boundaries	en-US	midpoint	5	5508	3027	4000	5500	20	36.7	23.9	0.1	83.6	19.7
compact_book_5ch_20min	healthcare_rns	overthinking	en-US	midpoint	5	5321	2117	4000	5500	20	35.5	23.1	-3.3	77.4	15.7
compact_book_5ch_20min	gen_z_professionals	anxiety	en-US	midpoint	5	5321	3858	4000	5500	20	35.5	23.1	-3.3	77.4	15.7
compact_book_5ch_20min	corporate_managers	somatic_healing	en-US	midpoint	5	4714	1168	4000	5500	20	31.4	20.5	-14.3	57.1	2.5
compact_book_5ch_20min	gen_alpha_students	burnout	en-US	midpoint	4	5037	1695	4000	5500	20	33.6	21.9	-8.4	67.9	9.5
compact_book_5ch_20min	gen_z_student	burnout	en-US	midpoint	5	5503	10150	4000	5500	20	36.7	23.9	0.0	83.4	19.6
compact_book_5ch_20min	gen_x_sandwich	imposter_syndrome	en-US	midpoint	6	4524	1684	4000	5500	20	30.2	19.7	-17.8	50.8	-1.7
compact_book_5ch_20min	corporate_managers	trauma_recovery	en-US	midpoint	6	4981	3325	4000	5500	20	33.2	21.7	-9.4	66.0	8.3
compact_book_5ch_20min	gen_z_student	compassion_fatigue	en-US	midpoint	6	5108	10039	4000	5500	20	34.1	22.2	-7.1	70.3	11.0
compact_book_5ch_20min	healthcare_rns	anxiety	en-US	midpoint	4	5397	2248	4000	5500	20	36.0	23.5	-1.9	79.9	17.3
compact_book_5ch_20min	first_responders	financial_stress	en-US	midpoint	4	5329	1321	4000	5500	20	35.5	23.2	-3.1	77.6	15.8
compact_book_5ch_20min	gen_z_professionals	anxiety	en-US	midpoint	5	5123	4012	4000	5500	20	34.2	22.3	-6.9	70.8	11.4
compact_book_5ch_20min	working_parents	financial_stress	en-US	midpoint	6	5352	2124	4000	5500	20	35.7	23.3	-2.7	78.4	16.3
compact_book_5ch_20min	gen_alpha_students	courage	en-US	midpoint	5	5112	2851	4000	5500	20	34.1	22.2	-7.1	70.4	11.1
compact_book_5ch_20min	healthcare_rns	burnout	en-US	midpoint	6	5165	2534	4000	5500	20	34.4	22.5	-6.1	72.2	12.3
compact_book_5ch_20min	corporate_managers	courage	en-US	midpoint	5	5502	2448	4000	5500	20	36.7	23.9	0.0	83.4	19.6
compact_book_5ch_20min	working_parents	social_anxiety	en-US	midpoint	6	5102	1644	4000	5500	20	34.0	22.2	-7.2	70.1	10.9
compact_book_5ch_20min	corporate_managers	anxiety	en-US	midpoint	5	5447	2811	4000	5500	20	36.3	23.7	-1.0	81.6	18.4
compact_book_5ch_20min	educators	overthinking	en-US	midpoint	5	4947	6030	4000	5500	20	33.0	21.5	-10.0	64.9	7.6
compact_book_5ch_20min	gen_z_professionals	burnout	en-US	midpoint	5	5267	2071	4000	5500	20	35.1	22.9	-4.2	75.6	14.5
compact_book_5ch_20min	gen_alpha_students	burnout	en-US	midpoint	4	4923	1651	4000	5500	20	32.8	21.4	-10.5	64.1	7.0
compact_book_5ch_20min	healthcare_rns	sleep_anxiety	en-US	midpoint	5	5093	2308	4000	5500	20	34.0	22.1	-7.4	69.8	10.7
compact_book_5ch_20min	millennial_women_professionals	overthinking	en-US	midpoint	6	4710	3030	4000	5500	20	31.4	20.5	-14.4	57.0	2.4
compact_book_5ch_20min	healthcare_rns	depression	en-US	midpoint	5	4229	2560	4000	5500	20	28.2	18.4	-23.1	41.0	-8.1
compact_book_5ch_20min	educators	somatic_healing	en-US	midpoint	5	4564	6271	4000	5500	20	30.4	19.8	-17.0	52.1	-0.8
compact_book_5ch_20min	entrepreneurs	burnout	en-US	midpoint	4	5686	1317	4000	5500	20	37.9	24.7	3.4	89.5	23.6
compact_book_5ch_20min	educators	anxiety	en-US	midpoint	5	4488	2725	4000	5500	20	29.9	19.5	-18.4	49.6	-2.4
compact_book_5ch_20min	gen_z_student	overthinking	en-US	midpoint	5	5595	9648	4000	5500	20	37.3	24.3	1.7	86.5	21.6
compact_book_5ch_20min	gen_x_sandwich	burnout	en-US	midpoint	5	5243	1987	4000	5500	20	35.0	22.8	-4.7	74.8	14.0
compact_book_5ch_20min	gen_x_sandwich	anxiety	en-US	midpoint	4	4783	2582	4000	5500	20	31.9	20.8	-13.0	59.4	4.0
compact_book_5ch_20min	entrepreneurs	sleep_anxiety	en-US	midpoint	6	5734	2110	4000	5500	20	38.2	24.9	4.2	91.1	24.6
compact_book_5ch_20min	gen_z_professionals	social_anxiety	en-US	midpoint	6	4901	2228	4000	5500	20	32.7	21.3	-10.9	63.4	6.5
compact_book_5ch_20min	gen_alpha_students	overthinking	en-US	midpoint	5	4999	1716	4000	5500	20	33.3	21.7	-9.1	66.6	8.7
compact_book_5ch_20min	millennial_women_professionals	anchored	en-US	midpoint	4	5129	1848	4000	5500	20	34.2	22.3	-6.7	71.0	11.5
compact_book_5ch_20min	gen_z_student	overthinking	en-US	midpoint	5	4294	9739	4000	5500	20	28.6	18.7	-21.9	43.1	-6.6
compact_book_5ch_20min	healthcare_rns	financial_anxiety	en-US	midpoint	5	5494	1901	4000	5500	20	36.6	23.9	-0.1	83.1	19.4
compact_book_5ch_20min	gen_x_sandwich	self_worth	en-US	midpoint	5	5147	3089	4000	5500	20	34.3	22.4	-6.4	71.6	11.9
compact_book_5ch_20min	gen_z_professionals	social_anxiety	en-US	midpoint	5	5174	1877	4000	5500	20	34.5	22.5	-5.9	72.5	12.5
compact_book_5ch_20min	gen_x_sandwich	boundaries	en-US	midpoint	4	5393	2750	4000	5500	20	36.0	23.4	-1.9	79.8	17.2
compact_book_5ch_20min	healthcare_rns	somatic_healing	en-US	midpoint	5	4757	1584	4000	5500	20	31.7	20.7	-13.5	58.6	3.4
compact_book_5ch_20min	gen_x_sandwich	overthinking	en-US	midpoint	6	5230	2099	4000	5500	20	34.9	22.7	-4.9	74.3	13.7
compact_book_5ch_20min	tech_finance_burnout	depression	en-US	midpoint	4	4985	1692	4000	5500	20	33.2	21.7	-9.4	66.2	8.4
compact_book_5ch_20min	corporate_managers	anxiety	en-US	midpoint	5	4779	2698	4000	5500	20	31.9	20.8	-13.1	59.3	3.9
compact_book_5ch_20min	first_responders	burnout	en-US	midpoint	5	5684	1671	4000	5500	20	37.9	24.7	3.3	89.5	23.6
compact_book_5ch_20min	first_responders	compassion_fatigue	en-US	midpoint	5	4953	1446	4000	5500	20	33.0	21.5	-9.9	65.1	7.7
compact_book_5ch_20min	millennial_women_professionals	overthinking	en-US	midpoint	6	5067	3029	4000	5500	20	33.8	22.0	-7.9	68.9	10.2
compact_book_5ch_20min	first_responders	somatic_healing	en-US	midpoint	6	5270	1548	4000	5500	20	35.1	22.9	-4.2	75.7	14.6
compact_book_5ch_20min	tech_finance_burnout	grief	en-US	midpoint	5	4596	2157	4000	5500	20	30.6	20.0	-16.4	53.2	-0.1
compact_book_5ch_20min	working_parents	anchored	en-US	midpoint	5	4311	2005	4000	5500	20	28.7	18.7	-21.6	43.7	-6.3
compact_book_5ch_20min	nyc_executives	financial_stress	en-US	midpoint	4	5400	2156	4000	5500	20	36.0	23.5	-1.8	80.0	17.4
compact_book_5ch_20min	tech_finance_burnout	compassion_fatigue	en-US	midpoint	5	5674	2297	4000	5500	20	37.8	24.7	3.2	89.1	23.3
compact_book_5ch_20min	gen_z_student	anxiety	en-US	midpoint	5	5343	10270	4000	5500	20	35.6	23.2	-2.9	78.1	16.2
compact_book_5ch_20min	entrepreneurs	anxiety	en-US	midpoint	5	5474	2756	4000	5500	20	36.5	23.8	-0.5	82.5	19.0
compact_book_5ch_20min	gen_z_professionals	financial_anxiety	en-US	midpoint	5	4806	1813	4000	5500	20	32.0	20.9	-12.6	60.2	4.5
compact_book_5ch_20min	working_parents	anxiety	en-US	midpoint	5	5626	1856	4000	5500	20	37.5	24.5	2.3	87.5	22.3
compact_book_5ch_20min	first_responders	financial_stress	en-US	midpoint	5	5095	1645	4000	5500	20	34.0	22.2	-7.4	69.8	10.8
compact_book_5ch_20min	tech_finance_burnout	burnout	en-US	midpoint	4	5407	1577	4000	5500	20	36.0	23.5	-1.7	80.2	17.6
compact_book_5ch_20min	corporate_managers	depression	en-US	midpoint	5	5501	2314	4000	5500	20	36.7	23.9	0.0	83.4	19.6
compact_book_5ch_20min	millennial_women_professionals	burnout	en-US	midpoint	5	5758	2348	4000	5500	20	38.4	25.0	4.7	91.9	25.2
compact_book_5ch_20min	entrepreneurs	depression	en-US	midpoint	5	5194	2375	4000	5500	20	34.6	22.6	-5.6	73.1	12.9
compact_book_5ch_20min	entrepreneurs	self_worth	en-US	midpoint	5	4972	2289	4000	5500	20	33.1	21.6	-9.6	65.7	8.1
compact_book_5ch_20min	healthcare_rns	somatic_healing	en-US	midpoint	5	5761	1627	4000	5500	20	38.4	25.0	4.7	92.0	25.2
compact_book_5ch_20min	educators	self_worth	en-US	midpoint	5	4484	2133	4000	5500	20	29.9	19.5	-18.5	49.5	-2.5
compact_book_5ch_20min	corporate_managers	anchored	en-US	midpoint	6	4985	2599	4000	5500	20	33.2	21.7	-9.4	66.2	8.4
compact_book_5ch_20min	healthcare_rns	anchored	en-US	midpoint	6	5043	2649	4000	5500	20	33.6	21.9	-8.3	68.1	9.6
compact_book_5ch_20min	entrepreneurs	imposter_syndrome	en-US	midpoint	6	4718	1819	4000	5500	20	31.5	20.5	-14.2	57.3	2.6
compact_book_5ch_20min	nyc_executives	depression	en-US	midpoint	5	5146	2831	4000	5500	20	34.3	22.4	-6.4	71.5	11.9
compact_book_5ch_20min	working_parents	overthinking	en-US	midpoint	4	5051	1464	4000	5500	20	33.7	22.0	-8.2	68.4	9.8
compact_book_5ch_20min	tech_finance_burnout	overthinking	en-US	midpoint	5	5077	2275	4000	5500	20	33.8	22.1	-7.7	69.2	10.4
compact_book_5ch_20min	midlife_women	imposter_syndrome	en-US	midpoint	6	5025	7007	4000	5500	20	33.5	21.8	-8.6	67.5	9.2
compact_book_5ch_20min	healthcare_rns	anxiety	en-US	midpoint	4	5532	2522	4000	5500	20	36.9	24.1	0.6	84.4	20.3
compact_book_5ch_20min	working_parents	grief	en-US	midpoint	5	5035	1778	4000	5500	20	33.6	21.9	-8.5	67.8	9.5
compact_book_5ch_20min	corporate_managers	financial_stress	en-US	midpoint	6	4994	2878	4000	5500	20	33.3	21.7	-9.2	66.5	8.6
compact_book_5ch_20min	gen_alpha_students	depression	en-US	midpoint	5	4895	2709	4000	5500	20	32.6	21.3	-11.0	63.2	6.4
compact_book_5ch_20min	gen_z_professionals	compassion_fatigue	en-US	midpoint	5	4848	2320	4000	5500	20	32.3	21.1	-11.9	61.6	5.4
compact_book_5ch_20min	millennial_women_professionals	grief	en-US	midpoint	5	5639	2741	4000	5500	20	37.6	24.5	2.5	88.0	22.6
compact_book_5ch_20min	first_responders	financial_stress	en-US	midpoint	4	4959	1298	4000	5500	20	33.1	21.6	-9.8	65.3	7.8
compact_book_5ch_20min	midlife_women	anxiety	en-US	midpoint	5	5417	7695	4000	5500	20	36.1	23.6	-1.5	80.6	17.8
compact_book_5ch_20min	gen_x_sandwich	self_worth	en-US	midpoint	5	5484	3071	4000	5500	20	36.6	23.8	-0.3	82.8	19.2
compact_book_5ch_20min	gen_z_professionals	anxiety	en-US	midpoint	5	5581	3836	4000	5500	20	37.2	24.3	1.5	86.0	21.3
compact_book_5ch_20min	millennial_women_professionals	social_anxiety	en-US	midpoint	5	4510	2130	4000	5500	20	30.1	19.6	-18.0	50.3	-2.0
compact_book_5ch_20min	gen_z_student	sleep_anxiety	en-US	midpoint	4	5318	7976	4000	5500	20	35.5	23.1	-3.3	77.3	15.6
compact_book_5ch_20min	gen_z_professionals	imposter_syndrome	en-US	midpoint	5	5288	1782	4000	5500	20	35.3	23.0	-3.8	76.3	15.0
compact_book_8ch_30min	entrepreneurs	grief	en-US	midpoint	7	7041	3239	5500	7500	30	46.9	30.6	-6.1	56.5	2.0
compact_book_8ch_30min	nyc_executives	anxiety	en-US	midpoint	9	7609	5749	5500	7500	30	50.7	33.1	1.5	69.1	10.3
compact_book_8ch_30min	educators	social_anxiety	en-US	midpoint	8	7469	9731	5500	7500	30	49.8	32.5	-0.4	66.0	8.2
compact_book_8ch_30min	corporate_managers	trauma_recovery	en-US	midpoint	8	6310	4526	5500	7500	30	42.1	27.4	-15.9	40.2	-8.5
