persona	topic	atom_type	locale	required_variants	current_variants	gap_variants	priority_tier	owner_ws_proposed	estimated_hours	status
corporate_managers	anxiety	HOOK	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	zh-TW	3	1	2	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.8	gap
corporate_managers	anxiety	HOOK	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	HOOK	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	COMPRESSION	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	COMPRESSION	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	REFLECTION	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	zh-TW	3	1	2	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.8	gap
corporate_managers	anxiety	REFLECTION	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	REFLECTION	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	INTEGRATION	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	anxiety	STORY	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	STORY	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	anxiety	EXERCISE	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	EXERCISE	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	anxiety	QUOTE	en-US	3	0	3	P0	ws_pearl_editor_atom_100pct_tier_p0_persona_keyed_20260606	0.9	overlay_routed_not_persona_keyed
corporate_managers	anxiety	QUOTE	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	zh-TW	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	ja-JP	3	0	3	P2	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	QUOTE	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	en-US	3	0	3	P0	ws_pearl_editor_atom_100pct_tier_p0_persona_keyed_20260606	1.8	overlay_routed_not_persona_keyed
corporate_managers	anxiety	TEACHER_DOCTRINE	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	zh-TW	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	ja-JP	3	0	3	P2	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	TEACHER_DOCTRINE	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	anxiety	PERMISSION_GRANT	en-US	3	0	3	P0	ws_pearl_editor_atom_100pct_tier_p0_persona_keyed_20260606	0.9	overlay_routed_not_persona_keyed
corporate_managers	anxiety	PERMISSION_GRANT	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	zh-TW	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	ja-JP	3	0	3	P2	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	anxiety	PERMISSION_GRANT	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	HOOK	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	zh-TW	3	2	1	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.4	gap
corporate_managers	boundaries	HOOK	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	HOOK	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	COMPRESSION	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	COMPRESSION	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	REFLECTION	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	zh-TW	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	REFLECTION	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	INTEGRATION	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.2	gap
corporate_managers	boundaries	STORY	zh-TW	3	2	1	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.7	gap
corporate_managers	boundaries	STORY	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	STORY	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	2.1	gap
corporate_managers	boundaries	EXERCISE	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	EXERCISE	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.5	gap
corporate_managers	boundaries	QUOTE	en-US	3	0	3	P0	ws_pearl_editor_atom_100pct_tier_p0_persona_keyed_20260606	0.9	overlay_routed_not_persona_keyed
corporate_managers	boundaries	QUOTE	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	zh-TW	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	ja-JP	3	0	3	P2	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	it-IT	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	QUOTE	hu-HU	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	0.9	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	en-US	3	0	3	P0	ws_pearl_editor_atom_100pct_tier_p0_persona_keyed_20260606	1.8	overlay_routed_not_persona_keyed
corporate_managers	boundaries	TEACHER_DOCTRINE	zh-CN	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	zh-TW	3	0	3	P3	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	zh-HK	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	zh-SG	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	ja-JP	3	0	3	P2	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	ko-KR	3	0	3	P4	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	es-US	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	es-ES	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	fr-FR	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
corporate_managers	boundaries	TEACHER_DOCTRINE	de-DE	3	0	3	P5	ws_pearl_localization_atom_100pct_tier_p2_ja_jp_20260606	1.8	gap
