brand_id	week_iso	deliverable_type	status	download_url	last_updated
stillness_press	2026-W22	books	ready	artifacts/weekly_packages/stillness_press/2026-W22/stillness_press_2026-W22.zip	2026-05-25T20:48:32Z
stillness_press	2026-W22	atoms	ready	artifacts/weekly_packages/stillness_press/2026-W22/stillness_press_2026-W22.zip	2026-05-25T20:48:32Z
stillness_press	2026-W22	manga_panels	ready	artifacts/weekly_packages/stillness_press/2026-W22/stillness_press_2026-W22.zip	2026-05-25T20:48:32Z
stillness_press	2026-W22	pearl_news	ready	artifacts/weekly_packages/stillness_press/2026-W22/stillness_press_2026-W22.zip	2026-05-25T20:48:32Z
stillness_press	2026-W22	podcast	ready	artifacts/weekly_packages/stillness_press/2026-W22/stillness_press_2026-W22.zip	2026-05-25T20:48:32Z
stoic_edge_battle	2026-W22	books	ready	artifacts/weekly_packages/stoic_edge_battle/2026-W22/stoic_edge_battle_2026-W22.zip	2026-05-25T20:48:32Z
stoic_edge_battle	2026-W22	atoms	ready	artifacts/weekly_packages/stoic_edge_battle/2026-W22/stoic_edge_battle_2026-W22.zip	2026-05-25T20:48:32Z
stoic_edge_battle	2026-W22	manga_panels	ready	artifacts/weekly_packages/stoic_edge_battle/2026-W22/stoic_edge_battle_2026-W22.zip	2026-05-25T20:48:32Z
stoic_edge_battle	2026-W22	pearl_news	ready	artifacts/weekly_packages/stoic_edge_battle/2026-W22/stoic_edge_battle_2026-W22.zip	2026-05-25T20:48:32Z
stoic_edge_battle	2026-W22	podcast	ready	artifacts/weekly_packages/stoic_edge_battle/2026-W22/stoic_edge_battle_2026-W22.zip	2026-05-25T20:48:32Z
trauma_path_healing	2026-W22	books	ready	artifacts/weekly_packages/trauma_path_healing/2026-W22/trauma_path_healing_2026-W22.zip	2026-05-25T20:48:32Z
trauma_path_healing	2026-W22	atoms	ready	artifacts/weekly_packages/trauma_path_healing/2026-W22/trauma_path_healing_2026-W22.zip	2026-05-25T20:48:32Z
trauma_path_healing	2026-W22	manga_panels	ready	artifacts/weekly_packages/trauma_path_healing/2026-W22/trauma_path_healing_2026-W22.zip	2026-05-25T20:48:32Z
trauma_path_healing	2026-W22	pearl_news	ready	artifacts/weekly_packages/trauma_path_healing/2026-W22/trauma_path_healing_2026-W22.zip	2026-05-25T20:48:32Z
trauma_path_healing	2026-W22	podcast	ready	artifacts/weekly_packages/trauma_path_healing/2026-W22/trauma_path_healing_2026-W22.zip	2026-05-25T20:48:32Z
