persona,topic,unit,path,block_count,kind
entrepreneurs,financial_anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_anxiety/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,financial_anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_anxiety/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,financial_anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_anxiety/THREAD/CANONICAL.txt,0,slot
entrepreneurs,financial_stress,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_stress/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,financial_stress,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_stress/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,financial_stress,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_stress/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,financial_stress,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/financial_stress/THREAD/CANONICAL.txt,0,slot
entrepreneurs,grief,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/grief/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,grief,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/grief/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,grief,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/grief/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,grief,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/grief/THREAD/CANONICAL.txt,0,slot
entrepreneurs,imposter_syndrome,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/imposter_syndrome/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,imposter_syndrome,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/imposter_syndrome/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,imposter_syndrome,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/imposter_syndrome/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,imposter_syndrome,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/imposter_syndrome/THREAD/CANONICAL.txt,0,slot
entrepreneurs,overthinking,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/overthinking/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,overthinking,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/overthinking/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,overthinking,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/overthinking/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,overthinking,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/overthinking/THREAD/CANONICAL.txt,0,slot
entrepreneurs,self_worth,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/self_worth/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,self_worth,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/self_worth/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,self_worth,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/self_worth/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,self_worth,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/self_worth/THREAD/CANONICAL.txt,0,slot
entrepreneurs,sleep_anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/sleep_anxiety/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,sleep_anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/sleep_anxiety/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,sleep_anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/sleep_anxiety/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,sleep_anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/sleep_anxiety/THREAD/CANONICAL.txt,0,slot
entrepreneurs,social_anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/social_anxiety/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,social_anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/social_anxiety/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,social_anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/social_anxiety/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,social_anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/social_anxiety/THREAD/CANONICAL.txt,0,slot
entrepreneurs,somatic_healing,PERMISSION,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/somatic_healing/PERMISSION/CANONICAL.txt,0,slot
entrepreneurs,somatic_healing,PIVOT,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/somatic_healing/PIVOT/CANONICAL.txt,0,slot
entrepreneurs,somatic_healing,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/somatic_healing/TAKEAWAY/CANONICAL.txt,0,slot
entrepreneurs,somatic_healing,THREAD,/Users/ahjan/phoenix_omega/atoms/entrepreneurs/somatic_healing/THREAD/CANONICAL.txt,0,slot
first_responders,anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/anxiety/PERMISSION/CANONICAL.txt,0,slot
first_responders,anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/anxiety/PIVOT/CANONICAL.txt,0,slot
first_responders,anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/anxiety/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/anxiety/THREAD/CANONICAL.txt,0,slot
first_responders,boundaries,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/boundaries/PERMISSION/CANONICAL.txt,0,slot
first_responders,boundaries,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/boundaries/PIVOT/CANONICAL.txt,0,slot
first_responders,boundaries,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/boundaries/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,boundaries,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/boundaries/THREAD/CANONICAL.txt,0,slot
first_responders,burnout,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/burnout/PERMISSION/CANONICAL.txt,0,slot
first_responders,burnout,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/burnout/PIVOT/CANONICAL.txt,0,slot
first_responders,burnout,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/burnout/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,burnout,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/burnout/THREAD/CANONICAL.txt,0,slot
first_responders,compassion_fatigue,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/compassion_fatigue/PERMISSION/CANONICAL.txt,0,slot
first_responders,compassion_fatigue,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/compassion_fatigue/PIVOT/CANONICAL.txt,0,slot
first_responders,compassion_fatigue,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/compassion_fatigue/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,compassion_fatigue,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/compassion_fatigue/THREAD/CANONICAL.txt,0,slot
first_responders,courage,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/courage/PERMISSION/CANONICAL.txt,0,slot
first_responders,courage,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/courage/PIVOT/CANONICAL.txt,0,slot
first_responders,courage,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/courage/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,courage,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/courage/THREAD/CANONICAL.txt,0,slot
first_responders,depression,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/depression/PERMISSION/CANONICAL.txt,0,slot
first_responders,depression,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/depression/PIVOT/CANONICAL.txt,0,slot
first_responders,depression,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/depression/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,depression,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/depression/THREAD/CANONICAL.txt,0,slot
first_responders,financial_anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_anxiety/PERMISSION/CANONICAL.txt,0,slot
first_responders,financial_anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_anxiety/PIVOT/CANONICAL.txt,0,slot
first_responders,financial_anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_anxiety/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,financial_anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_anxiety/THREAD/CANONICAL.txt,0,slot
first_responders,financial_stress,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_stress/PERMISSION/CANONICAL.txt,0,slot
first_responders,financial_stress,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_stress/PIVOT/CANONICAL.txt,0,slot
first_responders,financial_stress,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_stress/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,financial_stress,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/financial_stress/THREAD/CANONICAL.txt,0,slot
first_responders,grief,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/grief/PERMISSION/CANONICAL.txt,0,slot
first_responders,grief,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/grief/PIVOT/CANONICAL.txt,0,slot
first_responders,grief,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/grief/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,grief,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/grief/THREAD/CANONICAL.txt,0,slot
first_responders,imposter_syndrome,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/imposter_syndrome/PERMISSION/CANONICAL.txt,0,slot
first_responders,imposter_syndrome,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/imposter_syndrome/PIVOT/CANONICAL.txt,0,slot
first_responders,imposter_syndrome,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/imposter_syndrome/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,imposter_syndrome,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/imposter_syndrome/THREAD/CANONICAL.txt,0,slot
first_responders,overthinking,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/overthinking/PERMISSION/CANONICAL.txt,0,slot
first_responders,overthinking,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/overthinking/PIVOT/CANONICAL.txt,0,slot
first_responders,overthinking,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/overthinking/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,overthinking,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/overthinking/THREAD/CANONICAL.txt,0,slot
first_responders,self_worth,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/self_worth/PERMISSION/CANONICAL.txt,0,slot
first_responders,self_worth,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/self_worth/PIVOT/CANONICAL.txt,0,slot
first_responders,self_worth,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/self_worth/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,self_worth,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/self_worth/THREAD/CANONICAL.txt,0,slot
first_responders,sleep_anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/sleep_anxiety/PERMISSION/CANONICAL.txt,0,slot
first_responders,sleep_anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/sleep_anxiety/PIVOT/CANONICAL.txt,0,slot
first_responders,sleep_anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/sleep_anxiety/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,sleep_anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/sleep_anxiety/THREAD/CANONICAL.txt,0,slot
first_responders,social_anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/social_anxiety/PERMISSION/CANONICAL.txt,0,slot
first_responders,social_anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/social_anxiety/PIVOT/CANONICAL.txt,0,slot
first_responders,social_anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/social_anxiety/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,social_anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/social_anxiety/THREAD/CANONICAL.txt,0,slot
first_responders,somatic_healing,PERMISSION,/Users/ahjan/phoenix_omega/atoms/first_responders/somatic_healing/PERMISSION/CANONICAL.txt,0,slot
first_responders,somatic_healing,PIVOT,/Users/ahjan/phoenix_omega/atoms/first_responders/somatic_healing/PIVOT/CANONICAL.txt,0,slot
first_responders,somatic_healing,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/first_responders/somatic_healing/TAKEAWAY/CANONICAL.txt,0,slot
first_responders,somatic_healing,THREAD,/Users/ahjan/phoenix_omega/atoms/first_responders/somatic_healing/THREAD/CANONICAL.txt,0,slot
healthcare_rns,anchored,PERMISSION,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anchored/PERMISSION/CANONICAL.txt,0,slot
healthcare_rns,anchored,PIVOT,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anchored/PIVOT/CANONICAL.txt,0,slot
healthcare_rns,anchored,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anchored/TAKEAWAY/CANONICAL.txt,0,slot
healthcare_rns,anchored,THREAD,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anchored/THREAD/CANONICAL.txt,0,slot
healthcare_rns,anxiety,PERMISSION,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anxiety/PERMISSION/CANONICAL.txt,0,slot
healthcare_rns,anxiety,PIVOT,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anxiety/PIVOT/CANONICAL.txt,0,slot
healthcare_rns,anxiety,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anxiety/TAKEAWAY/CANONICAL.txt,0,slot
healthcare_rns,anxiety,THREAD,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/anxiety/THREAD/CANONICAL.txt,0,slot
healthcare_rns,boundaries,PERMISSION,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/boundaries/PERMISSION/CANONICAL.txt,0,slot
healthcare_rns,boundaries,PIVOT,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/boundaries/PIVOT/CANONICAL.txt,0,slot
healthcare_rns,boundaries,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/boundaries/TAKEAWAY/CANONICAL.txt,0,slot
healthcare_rns,boundaries,THREAD,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/boundaries/THREAD/CANONICAL.txt,0,slot
healthcare_rns,burnout,PERMISSION,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/burnout/PERMISSION/CANONICAL.txt,0,slot
healthcare_rns,burnout,PIVOT,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/burnout/PIVOT/CANONICAL.txt,0,slot
healthcare_rns,burnout,TAKEAWAY,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/burnout/TAKEAWAY/CANONICAL.txt,0,slot
healthcare_rns,burnout,THREAD,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/burnout/THREAD/CANONICAL.txt,0,slot
healthcare_rns,compassion_fatigue,PERMISSION,/Users/ahjan/phoenix_omega/atoms/healthcare_rns/compassion_fatigue/PERMISSION/CANONICAL.txt,0,slot
