persona	topic	duration	engine	buildability	chapter_count	count_invariant_cohesion	repetition_severity	rep_score	cohesion_issues
first_responders	burnout	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	burnout	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	burnout	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	burnout	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	burnout	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	burnout	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	burnout	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	compassion_fatigue	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	compassion_fatigue	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	compassion_fatigue	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	compassion_fatigue	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	compassion_fatigue	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	compassion_fatigue	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	compassion_fatigue	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	courage	deep_book_4h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	courage	deep_book_6h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	courage	extended_book_2h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	courage	micro_book_15	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	courage	micro_book_20	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	courage	short_book_30	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	courage	standard_book	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	depression	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	depression	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	depression	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	depression	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	depression	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	depression	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	depression	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	financial_anxiety	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_anxiety	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_anxiety	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_anxiety	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	financial_anxiety	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	financial_anxiety	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	financial_anxiety	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_stress	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_stress	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_stress	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	financial_stress	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	financial_stress	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	financial_stress	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	financial_stress	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	grief	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	grief	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	grief	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	grief	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	grief	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	grief	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	grief	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
first_responders	imposter_syndrome	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	imposter_syndrome	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	imposter_syndrome	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	imposter_syndrome	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	imposter_syndrome	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	imposter_syndrome	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	imposter_syndrome	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	overthinking	deep_book_4h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	overthinking	deep_book_6h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	overthinking	extended_book_2h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	overthinking	micro_book_15	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	overthinking	micro_book_20	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	overthinking	short_book_30	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	overthinking	standard_book	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	self_worth	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	self_worth	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	self_worth	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	self_worth	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	self_worth	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	self_worth	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	self_worth	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	sleep_anxiety	deep_book_4h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	sleep_anxiety	deep_book_6h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	sleep_anxiety	extended_book_2h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	sleep_anxiety	micro_book_15	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	sleep_anxiety	micro_book_20	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	sleep_anxiety	short_book_30	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	sleep_anxiety	standard_book	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
first_responders	social_anxiety	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	social_anxiety	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	social_anxiety	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	social_anxiety	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	social_anxiety	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	social_anxiety	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	social_anxiety	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	somatic_healing	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	somatic_healing	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	somatic_healing	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
first_responders	somatic_healing	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	somatic_healing	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	somatic_healing	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
first_responders	somatic_healing	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	anxiety	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	anxiety	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	anxiety	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	anxiety	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	anxiety	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	anxiety	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	anxiety	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	boundaries	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	boundaries	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	boundaries	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	boundaries	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	boundaries	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	boundaries	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	boundaries	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	burnout	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	burnout	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	burnout	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	burnout	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	burnout	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	burnout	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	burnout	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	compassion_fatigue	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	compassion_fatigue	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	compassion_fatigue	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	compassion_fatigue	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	compassion_fatigue	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	compassion_fatigue	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	compassion_fatigue	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	courage	deep_book_4h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	courage	deep_book_6h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	courage	extended_book_2h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	courage	micro_book_15	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	courage	micro_book_20	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	courage	short_book_30	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	courage	standard_book	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	depression	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	depression	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	depression	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	depression	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	depression	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	depression	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	depression	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	financial_anxiety	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_anxiety	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_anxiety	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_anxiety	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	financial_anxiety	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	financial_anxiety	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	financial_anxiety	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_stress	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_stress	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_stress	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	financial_stress	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	financial_stress	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	financial_stress	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	financial_stress	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	grief	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	grief	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	grief	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	grief	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	grief	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	grief	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	grief	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_alpha_students	imposter_syndrome	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	imposter_syndrome	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	imposter_syndrome	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	imposter_syndrome	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	imposter_syndrome	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	imposter_syndrome	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	imposter_syndrome	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	overthinking	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	overthinking	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	overthinking	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	overthinking	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	overthinking	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	overthinking	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	overthinking	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	self_worth	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	self_worth	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	self_worth	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	self_worth	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	self_worth	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	self_worth	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	self_worth	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	sleep_anxiety	deep_book_4h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	sleep_anxiety	deep_book_6h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	sleep_anxiety	extended_book_2h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	sleep_anxiety	micro_book_15	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	sleep_anxiety	micro_book_20	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	sleep_anxiety	short_book_30	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	sleep_anxiety	standard_book	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_alpha_students	social_anxiety	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	social_anxiety	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	social_anxiety	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	social_anxiety	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	social_anxiety	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	social_anxiety	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	social_anxiety	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	somatic_healing	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	somatic_healing	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	somatic_healing	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_alpha_students	somatic_healing	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	somatic_healing	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	somatic_healing	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_alpha_students	somatic_healing	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	anxiety	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	anxiety	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	anxiety	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	anxiety	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	anxiety	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	anxiety	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	anxiety	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	boundaries	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	boundaries	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	boundaries	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	boundaries	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	boundaries	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	boundaries	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	boundaries	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	burnout	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	burnout	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	burnout	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	burnout	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	burnout	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	burnout	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	burnout	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	compassion_fatigue	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	compassion_fatigue	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	compassion_fatigue	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	compassion_fatigue	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	compassion_fatigue	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	compassion_fatigue	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	compassion_fatigue	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	courage	deep_book_4h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_x_sandwich	courage	deep_book_6h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_x_sandwich	courage	extended_book_2h	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_x_sandwich	courage	micro_book_15	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	courage	micro_book_20	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	courage	short_book_30	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	courage	standard_book	false_alarm	PLANNABLE	20	PASS	MEDIUM	0.186	
gen_x_sandwich	depression	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	depression	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	depression	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	depression	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	depression	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	depression	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	depression	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	financial_anxiety	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_anxiety	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_anxiety	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_anxiety	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	financial_anxiety	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	financial_anxiety	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	financial_anxiety	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_stress	deep_book_4h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_stress	deep_book_6h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_stress	extended_book_2h	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	financial_stress	micro_book_15	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	financial_stress	micro_book_20	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	financial_stress	short_book_30	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	financial_stress	standard_book	overwhelm	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	grief	deep_book_4h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	grief	deep_book_6h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	grief	extended_book_2h	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	grief	micro_book_15	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	grief	micro_book_20	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	grief	short_book_30	grief	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	grief	standard_book	grief	PLANNABLE	20	PASS	MEDIUM	0.19	
gen_x_sandwich	imposter_syndrome	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	imposter_syndrome	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	imposter_syndrome	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	imposter_syndrome	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	imposter_syndrome	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	imposter_syndrome	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	imposter_syndrome	standard_book	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	overthinking	deep_book_4h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	overthinking	deep_book_6h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	overthinking	extended_book_2h	comparison	PLANNABLE	20	PASS	MEDIUM	0.185	
gen_x_sandwich	overthinking	micro_book_15	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	overthinking	micro_book_20	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
gen_x_sandwich	overthinking	short_book_30	comparison	PLANNABLE	20	PASS	MEDIUM	0.12	
